,statement,status
863,feeling off lately,Normal
864,feeling off lately,Normal
865,feeling off lately,Normal
866,feeling off lately,Normal
867,feeling off lately,Normal
868,feeling off lately,Normal
869,feeling off lately,Normal
870,feeling off lately,Normal
871,feeling off lately,Normal
872,feeling off lately,Normal
873,feeling off lately,Normal
874,feeling off lately,Normal
875,feeling off lately,Normal
876,feeling off lately,Normal
877,feeling off lately,Normal
878,feeling off lately,Normal
879,feeling off lately,Normal
880,feeling off lately,Normal
881,feeling off lately,Normal
882,feeling off lately,Normal
883,feeling off lately,Normal
884,feeling off lately,Normal
885,feeling off lately,Normal
886,feeling off lately,Normal
887,feeling off lately,Normal
888,feeling off lately,Normal
889,feeling off lately,Normal
890,feeling off lately,Normal
891,feeling off lately,Normal
892,feeling off lately,Normal
893,feeling off lately,Normal
894,feeling off lately,Normal
895,feeling off lately,Normal
896,feeling off lately,Normal
897,feeling off lately,Normal
898,feeling off lately,Normal
899,feeling off lately,Normal
900,feeling off lately,Normal
901,feeling off lately,Normal
902,feeling off lately,Normal
903,feeling off lately,Normal
904,feeling off lately,Normal
905,feeling off lately,Normal
906,feeling off lately,Normal
907,feeling off lately,Normal
908,feeling off lately,Normal
909,feeling off lately,Normal
910,feeling off lately,Normal
911,feeling off lately,Normal
912,feeling off lately,Normal
913,feeling off lately,Normal
914,feeling off lately,Normal
915,feeling off lately,Normal
916,feeling off lately,Normal
917,feeling off lately,Normal
918,feeling off lately,Normal
919,feeling off lately,Normal
920,feeling off lately,Normal
921,feeling off lately,Normal
922,feeling off lately,Normal
923,feeling off lately,Normal
924,feeling off lately,Normal
925,feeling off lately,Normal
926,feeling off lately,Normal
927,feeling off lately,Normal
928,feeling off lately,Normal
929,feeling off lately,Normal
930,feeling off lately,Normal
931,feeling off lately,Normal
932,feeling off lately,Normal
933,feeling off lately,Normal
934,feeling off lately,Normal
935,feeling off lately,Normal
936,feeling off lately,Normal
937,feeling off lately,Normal
938,feeling off lately,Normal
939,feeling off lately,Normal
940,feeling off lately,Normal
941,feeling off lately,Normal
942,feeling off lately,Normal
943,feeling off lately,Normal
944,feeling off lately,Normal
945,feeling off lately,Normal
946,feeling off lately,Normal
947,feeling off lately,Normal
948,feeling off lately,Normal
949,feeling off lately,Normal
950,feeling off lately,Normal
951,feeling off lately,Normal
952,feeling off lately,Normal
953,feeling off lately,Normal
954,feeling off lately,Normal
955,feeling off lately,Normal
956,feeling off lately,Normal
957,feeling off lately,Normal
958,feeling off lately,Normal
959,feeling off lately,Normal
960,feeling off lately,Normal
961,feeling off lately,Normal
962,feeling off lately,Normal
963,feeling off lately,Normal
964,feeling off lately,Normal
965,feeling off lately,Normal
966,feeling off lately,Normal
967,feeling off lately,Normal
968,feeling off lately,Normal
969,feeling off lately,Normal
970,feeling off lately,Normal
971,feeling off lately,Normal
972,feeling off lately,Normal
973,feeling off lately,Normal
974,feeling off lately,Normal
975,feeling off lately,Normal
976,feeling off lately,Normal
977,feeling off lately,Normal
978,feeling off lately,Normal
979,feeling off lately,Normal
980,feeling off lately,Normal
981,feeling off lately,Normal
982,feeling off lately,Normal
983,feeling off lately,Normal
984,feeling off lately,Normal
985,feeling off lately,Normal
986,feeling off lately,Normal
987,feeling off lately,Normal
988,feeling off lately,Normal
989,feeling off lately,Normal
990,feeling off lately,Normal
991,feeling off lately,Normal
992,feeling off lately,Normal
993,feeling off lately,Normal
994,feeling off lately,Normal
995,feeling off lately,Normal
996,feeling off lately,Normal
997,feeling off lately,Normal
998,feeling off lately,Normal
999,feeling off lately,Normal
1000,feeling off lately,Normal
1001,feeling off lately,Normal
1002,feeling off lately,Normal
1003,feeling off lately,Normal
1004,feeling off lately,Normal
1005,feeling off lately,Normal
1006,feeling off lately,Normal
1007,feeling off lately,Normal
1008,feeling off lately,Normal
1009,feeling off lately,Normal
1010,feeling off lately,Normal
1011,feeling off lately,Normal
1012,feeling off lately,Normal
1013,feeling off lately,Normal
1014,feeling off lately,Normal
1015,feeling off lately,Normal
1016,feeling off lately,Normal
1017,feeling off lately,Normal
1018,feeling off lately,Normal
1019,feeling off lately,Normal
1020,feeling off lately,Normal
1021,feeling off lately,Normal
1022,feeling off lately,Normal
1023,feeling off lately,Normal
1024,feeling off lately,Normal
1025,feeling off lately,Normal
1026,feeling off lately,Normal
1027,feeling off lately,Normal
1028,feeling off lately,Normal
1029,feeling off lately,Normal
1030,feeling off lately,Normal
1031,feeling off lately,Normal
1032,feeling off lately,Normal
1033,feeling off lately,Normal
1034,feeling off lately,Normal
1035,feeling off lately,Normal
1036,feeling off lately,Normal
1037,feeling off lately,Normal
1038,feeling off lately,Normal
1039,feeling off lately,Normal
1040,feeling off lately,Normal
1041,feeling off lately,Normal
1042,feeling off lately,Normal
1043,feeling off lately,Normal
1044,feeling off lately,Normal
1045,feeling off lately,Normal
1046,feeling off lately,Normal
1047,feeling off lately,Normal
1048,feeling off lately,Normal
1049,feeling off lately,Normal
1050,feeling off lately,Normal
1051,feeling off lately,Normal
1052,feeling off lately,Normal
1053,feeling off lately,Normal
1054,feeling off lately,Normal
1055,feeling off lately,Normal
1056,feeling off lately,Normal
1057,feeling off lately,Normal
1058,feeling off lately,Normal
1059,feeling off lately,Normal
1060,feeling off lately,Normal
1061,feeling off lately,Normal
1062,feeling off lately,Normal
1063,feeling off lately,Normal
1064,feeling off lately,Normal
1065,feeling off lately,Normal
1066,feeling off lately,Normal
1067,feeling off lately,Normal
1068,feeling off lately,Normal
1069,feeling off lately,Normal
1070,feeling off lately,Normal
1071,feeling off lately,Normal
1072,feeling off lately,Normal
1073,feeling off lately,Normal
1074,feeling off lately,Normal
1075,feeling off lately,Normal
1076,feeling off lately,Normal
1077,feeling off lately,Normal
1078,feeling off lately,Normal
1079,feeling off lately,Normal
1080,feeling off lately,Normal
1081,feeling off lately,Normal
1082,feeling off lately,Normal
1083,feeling off lately,Normal
1084,feeling off lately,Normal
1085,feeling off lately,Normal
1086,feeling off lately,Normal
1087,feeling off lately,Normal
1088,feeling off lately,Normal
1089,feeling off lately,Normal
1090,feeling off lately,Normal
1091,feeling off lately,Normal
1092,feeling off lately,Normal
1093,feeling off lately,Normal
1094,feeling off lately,Normal
1095,feeling off lately,Normal
1096,feeling off lately,Normal
1097,feeling off lately,Normal
1098,feeling off lately,Normal
1099,feeling off lately,Normal
1100,feeling off lately,Normal
1101,feeling off lately,Normal
1102,feeling off lately,Normal
1103,feeling off lately,Normal
1104,feeling off lately,Normal
1105,feeling off lately,Normal
1106,feeling off lately,Normal
1107,feeling off lately,Normal
1108,feeling off lately,Normal
1109,feeling off lately,Normal
1110,feeling off lately,Normal
1111,feeling off lately,Normal
1112,feeling off lately,Normal
1113,feeling off lately,Normal
1114,feeling off lately,Normal
1115,feeling off lately,Normal
1116,feeling off lately,Normal
1117,feeling off lately,Normal
1118,feeling off lately,Normal
1119,feeling off lately,Normal
1120,feeling off lately,Normal
1121,feeling off lately,Normal
1122,feeling off lately,Normal
1123,feeling off lately,Normal
1124,feeling off lately,Normal
1125,feeling off lately,Normal
1126,feeling off lately,Normal
1127,feeling off lately,Normal
1128,feeling off lately,Normal
1129,feeling off lately,Normal
1130,feeling off lately,Normal
1131,feeling off lately,Normal
1132,feeling off lately,Normal
1133,feeling off lately,Normal
1134,feeling off lately,Normal
1135,feeling off lately,Normal
1136,feeling off lately,Normal
1137,feeling off lately,Normal
1138,feeling off lately,Normal
1139,feeling off lately,Normal
1140,feeling off lately,Normal
1141,feeling off lately,Normal
1142,feeling off lately,Normal
1143,feeling off lately,Normal
1144,feeling off lately,Normal
1145,feeling off lately,Normal
1146,feeling off lately,Normal
1147,feeling off lately,Normal
1148,feeling off lately,Normal
1149,feeling off lately,Normal
1150,feeling off lately,Normal
1151,feeling off lately,Normal
1152,feeling off lately,Normal
1153,feeling off lately,Normal
1154,feeling off lately,Normal
1155,feeling off lately,Normal
1156,feeling off lately,Normal
1157,feeling off lately,Normal
1158,feeling off lately,Normal
1159,feeling off lately,Normal
1160,feeling off lately,Normal
1161,feeling off lately,Normal
1162,feeling off lately,Normal
1163,feeling off lately,Normal
1164,feeling off lately,Normal
1165,feeling off lately,Normal
1166,feeling off lately,Normal
1167,feeling off lately,Normal
1168,feeling off lately,Normal
1169,feeling off lately,Normal
1170,feeling off lately,Normal
1171,feeling off lately,Normal
1172,feeling off lately,Normal
1173,feeling off lately,Normal
1174,feeling off lately,Normal
1175,feeling off lately,Normal
1176,feeling off lately,Normal
1177,feeling off lately,Normal
1178,feeling off lately,Normal
1179,feeling off lately,Normal
1180,feeling off lately,Normal
1181,feeling off lately,Normal
1182,feeling off lately,Normal
1183,feeling off lately,Normal
1184,feeling off lately,Normal
1185,feeling off lately,Normal
1186,feeling off lately,Normal
1187,feeling off lately,Normal
1188,feeling off lately,Normal
1189,feeling off lately,Normal
1190,feeling off lately,Normal
1191,feeling off lately,Normal
1192,feeling off lately,Normal
1193,feeling off lately,Normal
1194,feeling off lately,Normal
1195,feeling off lately,Normal
1196,feeling off lately,Normal
1197,feeling off lately,Normal
1198,feeling off lately,Normal
1199,feeling off lately,Normal
1200,feeling off lately,Normal
1201,feeling off lately,Normal
1202,feeling off lately,Normal
1203,feeling off lately,Normal
1204,feeling off lately,Normal
1205,feeling off lately,Normal
1206,feeling off lately,Normal
1207,feeling off lately,Normal
1208,feeling off lately,Normal
1209,feeling off lately,Normal
1210,feeling off lately,Normal
1211,feeling off lately,Normal
1212,feeling off lately,Normal
1213,feeling off lately,Normal
1214,feeling off lately,Normal
1215,feeling off lately,Normal
1216,feeling off lately,Normal
1217,feeling off lately,Normal
1218,feeling off lately,Normal
1219,feeling off lately,Normal
1220,feeling off lately,Normal
1221,feeling off lately,Normal
1222,feeling off lately,Normal
1223,feeling off lately,Normal
1224,feeling off lately,Normal
1225,feeling off lately,Normal
1226,feeling off lately,Normal
1227,feeling off lately,Normal
1228,feeling off lately,Normal
1229,feeling off lately,Normal
1230,feeling off lately,Normal
1231,feeling off lately,Normal
1232,feeling off lately,Normal
1233,feeling off lately,Normal
1234,feeling off lately,Normal
1235,feeling off lately,Normal
1236,feeling off lately,Normal
1237,feeling off lately,Normal
1238,feeling off lately,Normal
1239,feeling off lately,Normal
1240,feeling off lately,Normal
1241,feeling off lately,Normal
1242,feeling off lately,Normal
1243,feeling off lately,Normal
1244,feeling off lately,Normal
1245,feeling off lately,Normal
1246,feeling off lately,Normal
1247,feeling off lately,Normal
1248,feeling off lately,Normal
1249,feeling off lately,Normal
1250,feeling off lately,Normal
1251,feeling off lately,Normal
1252,feeling off lately,Normal
1253,feeling off lately,Normal
1254,feeling off lately,Normal
1255,feeling off lately,Normal
1256,feeling off lately,Normal
1257,feeling off lately,Normal
1258,feeling off lately,Normal
1259,feeling off lately,Normal
1260,feeling off lately,Normal
1261,feeling off lately,Normal
1262,feeling off lately,Normal
1263,feeling off lately,Normal
1264,feeling off lately,Normal
1265,feeling off lately,Normal
1266,feeling off lately,Normal
1267,feeling off lately,Normal
1268,feeling off lately,Normal
1269,feeling off lately,Normal
1270,feeling off lately,Normal
1271,feeling off lately,Normal
1272,feeling off lately,Normal
1273,feeling off lately,Normal
1274,feeling off lately,Normal
1275,feeling off lately,Normal
1276,feeling off lately,Normal
1277,feeling off lately,Normal
1278,feeling off lately,Normal
1279,feeling off lately,Normal
1280,feeling off lately,Normal
1281,feeling off lately,Normal
1282,feeling off lately,Normal
1283,feeling off lately,Normal
1284,feeling off lately,Normal
1285,feeling off lately,Normal
1286,feeling off lately,Normal
1287,feeling off lately,Normal
1288,feeling off lately,Normal
1289,feeling off lately,Normal
1290,feeling off lately,Normal
1291,feeling off lately,Normal
1292,feeling off lately,Normal
1293,feeling off lately,Normal
1294,feeling off lately,Normal
1295,feeling off lately,Normal
1296,feeling off lately,Normal
1297,feeling off lately,Normal
1298,feeling off lately,Normal
1299,feeling off lately,Normal
1300,feeling off lately,Normal
1301,feeling off lately,Normal
1302,feeling off lately,Normal
1303,feeling off lately,Normal
1304,feeling off lately,Normal
1305,feeling off lately,Normal
1306,feeling off lately,Normal
1307,feeling off lately,Normal
1308,feeling off lately,Normal
1309,feeling off lately,Normal
1310,feeling off lately,Normal
1311,feeling off lately,Normal
1312,feeling off lately,Normal
1313,feeling off lately,Normal
1314,feeling off lately,Normal
1315,feeling off lately,Normal
1316,feeling off lately,Normal
1317,feeling off lately,Normal
1318,feeling off lately,Normal
1319,feeling off lately,Normal
1320,feeling off lately,Normal
1321,feeling off lately,Normal
1322,feeling off lately,Normal
1323,feeling off lately,Normal
1324,feeling off lately,Normal
1325,feeling off lately,Normal
1326,feeling off lately,Normal
1327,feeling off lately,Normal
1328,feeling off lately,Normal
1329,feeling off lately,Normal
1330,feeling off lately,Normal
1331,feeling off lately,Normal
1332,feeling off lately,Normal
1333,feeling off lately,Normal
1334,feeling off lately,Normal
1335,feeling off lately,Normal
